customer_id,recency,frequency,monetary,avg_order_value,tenure_days
13304,91,3,917.57,16.097719298245615,213
13305,8,7,1751.75,14.127016129032258,266
13306,66,1,53.65,13.4125,1
13307,123,2,258.34,18.45285714285714,104
13308,232,1,284.86,16.756470588235295,1
13309,28,1,249.58,10.851304347826087,1
13310,16,2,409.17,17.79,21
13312,87,1,124.75,24.95,1
13313,115,7,1890.0,17.339449541284402,257
13315,325,1,310.26000000000005,14.102727272727275,1
13316,28,6,7207.89,82.84931034482759,247
13317,21,13,4212.411,19.147322727272726,340
13319,1,34,11236.95,23.45918580375783,367
13320,70,2,679.4,15.44090909090909,44
13324,64,8,3391.52,59.50035087719298,135
13326,68,1,281.76,21.673846153846153,1
13327,1,14,6251.71,26.7167094017094,355
13329,2,7,4323.97,40.03675925925926,368
13330,91,3,1655.17,25.86203125,199
13331,37,1,262.4,21.866666666666664,1
13333,47,3,1015.74,18.468,247
13334,172,2,2699.48,12.916172248803829,116
13337,182,1,1575.26,18.106436781609194,1
13338,177,3,1958.6,17.96880733944954,161
13340,53,5,11364.08,140.29728395061727,237
13346,98,6,299.4,49.9,133
13357,130,4,3196.11,10.47904918032787,132
13359,39,1,603.75,18.295454545454547,1
13360,67,4,1553.65,23.540151515151518,269
13361,108,2,1450.5,42.661764705882355,145
13362,14,3,2303.33,17.449469696969697,47
13363,45,1,731.36,17.413333333333334,1
13367,67,1,510.2,25.509999999999998,1
13368,50,2,498.1,21.656521739130437,8
13369,1,1,308.28000000000003,22.020000000000003,1
13370,7,1,754.87,19.355641025641027,1
13371,141,2,2297.66,24.9745652173913,127
13373,51,3,4274.94,21.374699999999997,317
13374,50,2,422.8,24.870588235294118,34
13375,80,1,1013.58,29.811176470588236,1
13377,32,2,1552.88,19.90871794871795,249
13380,68,1,62.4,20.8,1
13381,15,6,4585.06,24.91880434782609,358
13382,64,4,1164.5900000000001,16.40267605633803,302
13383,179,1,305.28000000000003,305.28000000000003,1
13384,26,4,2528.9,22.579464285714288,110
13386,50,2,835.46,26.950322580645164,22
13387,53,1,186.94,2.632957746478873,1
13388,239,1,508.55,14.95735294117647,1
13392,313,1,91.14,11.3925,1
13393,219,4,1131.45,16.397826086956524,148
13394,15,11,4101.68,16.148346456692913,359
13395,36,2,872.51,14.541833333333333,21
13397,73,5,1647.74,32.308627450980396,251
13398,84,1,213.0,16.384615384615383,1
13399,100,3,275.4,18.36,54
13400,218,1,310.83,13.514347826086956,1
13402,8,3,913.9,16.03333333333333,192
13403,23,2,154.5,25.75,335
13405,117,3,641.36,40.085,242
13406,63,2,568.92,63.21333333333333,204
13407,214,3,2244.7,26.408235294117645,83
13408,7,46,23616.422,65.23873480662984,364
13410,29,4,1198.9,54.49545454545455,338
13412,256,1,487.35,14.333823529411765,1
13413,275,6,429.44,9.986976744186046,47
13414,99,3,1103.64,35.601290322580645,139
13415,108,4,784.17,7.764059405940594,255
13416,372,1,228.3,32.614285714285714,1
13417,183,4,1028.66,20.993061224489797,121
13418,8,15,6055.47,23.6541796875,355
13421,42,6,2225.04,13.650552147239264,257
13423,64,1,217.03,18.085833333333333,1
13424,85,1,572.77,14.31925,1
13425,144,2,1766.22,17.84060606060606,70
13426,18,12,4526.06,24.333655913978497,347
13427,113,3,423.93,18.43173913043478,244
13428,150,2,276.76,4.130746268656717,1
13431,42,6,2047.14,24.66433734939759,253
13432,207,2,439.1,3.955855855855856,40
13433,137,4,658.32,27.430000000000003,195
13434,21,3,1132.6200000000001,45.30480000000001,270
13435,12,2,637.44,13.280000000000001,123
13438,183,1,46.5,46.5,1
13439,24,2,702.9,6.220353982300884,138
13440,59,7,1295.25,21.953389830508474,28
13441,67,1,424.26,16.970399999999998,1
13442,303,3,419.87,11.04921052631579,70
13443,84,6,1273.16,6.3658,228
13444,10,2,619.08,10.861052631578948,131
13445,262,1,241.89999999999998,34.55714285714286,1
13446,66,11,3881.89,20.218177083333334,233
13448,9,9,5655.2,15.840896358543416,359
13450,10,7,2076.32,27.320000000000004,228
13451,17,6,4191.8,7.116808149405773,246
13452,108,1,139.8,139.8,1
13453,38,1,424.71,18.465652173913043,1
13454,277,1,219.87,9.559565217391304,1
13455,2,5,1847.5900000000001,18.85295918367347,364
13457,324,2,148.22,16.468888888888888,48
13458,15,2,2312.7000000000003,22.45339805825243,9
13459,260,2,1160.41,15.896027397260275,57
13461,43,3,2715.0,77.57142857142857,190
13462,46,4,1002.35,16.16693548387097,315
13464,30,5,2422.96,22.02690909090909,223
13465,82,2,931.12,27.385882352941177,139
13466,44,4,705.45,18.564473684210526,219
13468,4,38,7670.54,18.048329411764705,368
13469,289,1,82.4,13.733333333333334,1
13472,99,2,592.24,21.15142857142857,91
13473,210,6,2235.12,45.61469387755102,149
13474,79,2,419.75,6.55859375,51
13476,42,3,823.0,17.145833333333332,237
13477,91,5,1364.5900000000001,17.494743589743592,227
13478,105,5,2215.78,17.72624,207
13479,88,2,550.42,14.484736842105262,24
13480,52,2,627.82,15.31268292682927,262
13481,10,6,2026.28,17.61982608695652,360
13482,263,1,151.45,16.827777777777776,1
13484,19,2,476.92,15.384516129032258,256
13485,12,10,2564.98,18.99985185185185,359
13487,141,2,271.47,18.098000000000003,229
13488,3,11,6619.57,21.9191059602649,316
13490,290,1,154.25,19.28125,1
13491,8,18,3350.7400000000002,18.410659340659343,360
13495,4,6,3329.39,33.63020202020202,364
13497,4,5,972.2800000000001,20.255833333333335,301
13498,366,1,327.38,19.25764705882353,1
13500,37,1,299.53,14.976499999999998,1
13501,122,2,1544.79,24.915967741935482,83
13502,51,2,488.5,32.56666666666667,132
13503,115,5,1642.39,9.548779069767443,181
13506,5,4,1180.68,16.398333333333333,90
13508,278,1,176.07999999999998,11.004999999999999,1
13509,143,1,135.0,27.0,1
13510,11,7,2766.73,15.900747126436782,343
13511,312,1,282.76,56.552,1
13512,23,3,462.18,19.2575,196
13513,77,2,619.49,20.64966666666667,213
13514,64,3,663.7,39.04117647058824,253
13515,85,2,374.7,22.041176470588233,195
13516,53,1,295.85,17.40294117647059,1
13519,78,1,220.46,20.041818181818183,1
13520,7,6,3285.05,29.33080357142857,350
13523,2,2,1136.64,19.265084745762714,35
13526,374,2,1182.0,26.863636363636363,1
13527,54,5,2298.93,10.172256637168141,269
13530,270,1,402.98,22.387777777777778,1
13531,2,5,1254.72,18.451764705882354,369
13534,15,10,1850.82,19.279374999999998,141
13535,38,1,89.5,89.5,1
13537,61,2,717.85,17.09166666666667,26
13538,32,5,1822.28,15.575042735042734,279
13539,56,4,938.02,19.143265306122448,169
13540,103,3,632.39,19.7621875,188
13541,63,2,785.25,78.525,143
13542,12,17,3959.4900000000002,11.962205438066466,352
13543,270,2,1439.61,30.63,52
13544,47,4,514.14,3.213375,232
13545,26,2,364.93,6.757962962962963,153
13546,18,2,465.15,8.457272727272727,42
13547,44,1,167.08,3.7972727272727274,1
13548,107,1,223.28,3.660327868852459,1
13549,23,1,87.6,10.95,1
13550,19,1,342.55,8.155952380952382,1
13551,302,1,152.39999999999998,152.39999999999998,1
13552,64,10,3208.85,32.743367346938776,229
13553,310,1,499.6,5.613483146067416,1
13554,16,7,1629.35,8.313010204081632,66
13555,14,9,4792.96,18.293740458015268,310
13556,65,2,200.82,22.313333333333333,6
13557,51,11,2448.2,16.76849315068493,315
13559,148,2,990.0,495.0,30
13561,33,10,1661.54,7.728093023255814,252
13562,37,5,3038.85,26.65657894736842,292
13564,4,35,15310.35,13.209965487489216,369
13565,47,1,174.57999999999998,7.935454545454545,1
13566,70,3,831.76,4.2221319796954315,205
13567,64,4,1079.29,5.369601990049751,113
13569,3,3,497.74,4.046666666666667,60
13571,18,14,2448.32,7.352312312312312,349
13573,15,4,614.27,9.907580645161291,257
13574,47,1,404.45,4.444505494505495,1
13576,9,11,4834.4,31.59738562091503,358
13577,18,7,1801.68,21.19623529411765,342
13578,45,1,147.66,16.406666666666666,1
13579,5,4,1072.0,16.0,290
13580,42,1,107.75,21.55,1
13581,50,1,162.53,7.066521739130435,1
13582,25,2,241.68,21.970909090909092,227
13583,315,1,664.001,15.441883720930232,1
13584,134,2,243.3,4.3446428571428575,177
13585,166,3,684.54,17.552307692307693,207
13586,177,1,127.28,6.364,1
13587,85,3,961.1,43.68636363636364,214
13589,85,4,741.09,23.906129032258065,284
13590,11,12,4354.12,13.649278996865203,362
13591,71,4,976.81,22.716511627906975,289
13593,23,9,3481.4100000000003,12.389359430604983,259
13594,121,1,136.35000000000002,19.47857142857143,1
13595,152,3,784.48,5.485874125874126,129
13597,36,2,396.71,23.335882352941177,2
13598,131,4,601.92,10.559999999999999,156
13599,2,14,5013.96,30.760490797546012,371
13600,270,1,298.9,13.586363636363636,1
13601,28,2,466.67,5.426395348837209,154
13602,17,3,596.28,17.036571428571428,179
13604,294,1,717.62,34.172380952380955,1
13605,23,2,522.67,9.861698113207547,184
13607,38,1,400.3,16.679166666666667,1
13608,176,1,232.05,6.825,1
13609,229,1,167.35,23.907142857142855,1
13610,23,7,1021.38,5.550978260869565,316
13611,10,7,2143.53,13.919025974025976,362
13612,268,1,818.29,16.3658,1
13613,88,5,1039.8500000000001,17.62457627118644,207
13614,29,2,747.28,10.830144927536232,157
13615,35,7,5854.84,17.019883720930235,280
13616,204,2,283.85,8.110000000000001,122
13617,44,5,734.57,11.659841269841271,86
13619,180,2,224.94,4.998666666666667,129
13620,164,1,112.34,22.468,1
13622,332,1,658.95,20.5921875,1
13623,16,5,1805.32,8.76368932038835,356
13624,24,1,462.08,21.003636363636364,1
13625,232,1,301.26,14.345714285714285,1
13626,15,1,449.81,17.9924,1
13627,124,2,607.43,16.417027027027025,152
13628,312,1,310.14,19.38375,1
13629,49,8,5578.5,199.23214285714286,252
13632,30,3,1526.88,20.358400000000003,217
13634,10,11,3486.41,13.40926923076923,323
13635,78,3,1928.13,19.2813,296
13639,72,1,312.93,16.47,1
13640,247,1,405.0,101.25,1
13641,276,5,1016.47,23.10159090909091,93
13642,68,3,159.92,3.3316666666666666,1
13643,18,7,1637.33,22.12608108108108,349
13646,35,2,326.25,5.625,1
13647,130,4,1393.56,22.845245901639345,108
13648,36,8,1764.02,16.641698113207546,337
13649,2,5,1304.88,13.048800000000002,160
13650,10,4,1451.66,19.100789473684213,308
13651,17,1,132.65,16.58125,1
13652,4,3,1475.77,15.372604166666667,283
13653,123,1,152.2,16.91111111111111,1
13654,16,5,3600.67,22.09,357
13655,10,4,1347.54,21.38952380952381,216
13656,135,2,699.2,18.400000000000002,95
13658,19,4,3386.33,26.25062015503876,289
13659,52,10,3321.68,19.42502923976608,244
13660,36,1,306.64,7.6659999999999995,1
13661,239,1,325.24,19.131764705882354,1
13662,21,8,1352.35,16.09940476190476,272
13663,16,4,1858.04,21.605116279069765,266
13665,22,3,1711.66,16.147735849056605,117
13666,56,2,43.25,6.178571428571429,315
13668,19,14,6638.650000000001,22.65750853242321,344
13669,43,1,195.0,39.0,1
13671,30,1,172.6,2.696875,1
13672,366,1,233.53,19.460833333333333,1
13674,68,1,240.68,17.19142857142857,1
13676,175,2,243.9,18.76153846153846,80
13677,40,2,551.24,5.200377358490566,115
13679,129,3,281.26,5.6251999999999995,241
13680,107,8,7700.55,17.03661504424779,263
13683,93,1,258.6,25.860000000000003,1
13684,26,3,529.75,6.705696202531645,230
13686,16,2,337.04,12.963076923076924,21
13687,74,1,11880.84,264.01866666666666,1
13688,271,1,375.5,75.1,1
13689,80,1,349.5,116.5,1
13691,32,1,212.78,3.9403703703703705,1
13692,44,2,1626.08,37.81581395348837,11
13693,10,9,2011.8200000000002,18.979433962264153,358
13694,9,94,131443.19,137.34920585161964,361
13695,213,1,266.6,44.43333333333334,1
13696,57,3,2020.4,84.18333333333334,244
13698,232,2,451.73,11.887631578947369,85
13699,186,1,455.57,19.807391304347824,1
13700,53,3,348.34,7.572608695652173,253
13701,82,1,161.0,17.88888888888889,1
13702,81,1,135.18,27.036,1
13703,51,1,326.06,9.057222222222222,1
13705,9,5,1323.47,23.63339285714286,250
13706,262,1,300.38,16.68777777777778,1
13707,65,3,2559.45,23.920093457943924,106
13709,82,5,1263.7,17.55138888888889,251
13710,59,2,329.04,47.00571428571429,188
13711,42,7,1540.2,19.49620253164557,317
13712,246,1,537.58,23.373043478260872,1
13713,44,3,740.76,9.2595,174
13714,101,1,161.35,5.378333333333333,1
13715,8,13,7348.3,17.371867612293144,265
13717,93,2,318.29,14.467727272727274,28
13719,29,6,1741.4,9.26276595744681,177
13721,31,1,217.39999999999998,15.528571428571427,1
13722,56,7,3260.0,31.346153846153847,225
13723,28,5,994.23,19.119807692307692,219
13724,273,1,213.01,5.071666666666666,1
13727,247,6,740.6700000000001,11.756666666666668,118
13728,23,10,1839.03,18.208217821782178,342
13729,71,3,724.73,18.582820512820515,248
13733,46,2,487.03000000000003,16.794137931034484,324
13734,144,4,6695.6900000000005,247.98851851851853,94
13735,12,9,6879.2300000000005,15.21953539823009,350
13736,61,5,2022.67,5.556785714285715,307
13738,32,1,434.78000000000003,4.885168539325843,1
13739,163,1,75.3,25.099999999999998,1
13740,51,4,1232.02,17.35239436619718,322
13745,182,1,477.32,15.397419354838709,1
13746,49,1,176.69,19.63222222222222,1
13747,9,2,169.8,33.96,51
13748,9,5,1320.1,42.58387096774193,364
13750,16,6,1954.92,38.33176470588236,236
13752,163,1,404.45000000000005,21.286842105263162,1
13753,234,3,1353.31,30.073555555555554,138
13754,73,1,164.45,18.272222222222222,1
13756,3,10,3999.2300000000005,19.700640394088673,356
13757,310,1,195.55,24.44375,1
13758,2,10,6226.43,32.42932291666667,372
13760,40,3,1076.85,17.368548387096773,189
13761,138,4,881.52,16.95230769230769,154
13762,229,4,2165.76,77.34857142857143,105
13763,53,2,3502.48,100.07085714285715,17
13764,205,3,1400.2,8.590184049079754,73
13765,289,1,352.821,20.754176470588238,1
13766,131,1,190.35,11.197058823529412,1
13767,5,39,18320.170000000002,42.904379391100704,369
13768,362,2,875.97,26.544545454545457,4
13769,3,11,3003.9100000000003,20.02606666666667,356
13770,58,4,785.37,16.361875,308
13771,169,5,3094.37,31.900721649484534,119
13772,36,5,1977.39,5.018756345177665,253
13773,32,2,301.54,15.870526315789474,263
13775,226,1,1049.66,16.661269841269842,1
13776,64,2,623.98,311.99,1
13777,2,37,30501.260000000002,157.22298969072165,371
13778,127,3,945.79,27.02257142857143,74
13779,151,1,161.13,5.967777777777777,1
13780,43,1,372.06,9.074634146341463,1
13781,228,2,650.99,16.27475,128
13782,89,7,877.22,7.01776,279
13783,123,4,1542.09,154.209,185
13784,70,3,447.44,37.28666666666667,15
13785,64,4,542.49,18.083000000000002,31
13786,3,6,3127.9900000000002,26.965431034482762,368
13787,94,4,913.46,16.608363636363638,236
13788,141,1,3.75,3.75,1
13789,24,1,239.46,13.303333333333335,1
13792,58,1,188.4,18.84,1
13793,282,1,96.0,13.714285714285714,1
13794,182,1,126.03,14.003333333333334,1
13795,24,4,836.3,28.837931034482757,249
13796,135,1,289.7,13.168181818181818,1
13797,72,3,1179.45,15.121153846153847,210
13798,8,54,38683.02,103.70782841823055,359
13799,80,7,2114.71,31.562835820895522,199
13800,66,2,1121.24,28.031,306
13802,10,16,21659.69,55.82394329896907,287
13803,67,2,1061.84,17.407213114754096,187
13804,71,2,572.73,17.8978125,1
13807,3,3,422.2,16.887999999999998,368
13809,30,2,524.65,40.357692307692304,65
13813,163,4,1398.6100000000001,18.900135135135137,205
13814,163,1,678.2,30.827272727272728,1
13815,42,4,3448.38,19.157666666666668,259
13818,65,1,61.28,12.256,1
13819,305,3,1502.0,23.107692307692307,68
13820,54,3,652.75,7.334269662921348,262
13821,29,4,993.44,6.851310344827587,310
13823,16,5,2445.79,19.884471544715446,343
13824,15,7,1615.82,29.92259259259259,258
13825,257,2,255.59,6.38975,108
13829,57,1,102.0,102.0,1
13830,217,1,156.85000000000002,14.259090909090911,1
13831,5,13,4795.09,42.81330357142857,359
13832,58,1,557.69,10.724807692307694,1
13833,40,1,316.56,19.785,1
13834,212,2,324.19,20.261875,92
13835,155,3,260.7,16.29375,126
13836,35,2,620.37,20.011935483870968,15
13838,5,7,1245.91,4.3411498257839725,209
13839,122,1,139.95000000000002,19.992857142857144,1
13840,52,1,651.4,16.285,1
13842,2,10,2244.29,15.062348993288591,294
13843,17,1,319.75,17.76388888888889,1
13846,35,1,442.73,17.028076923076924,1
13847,355,1,310.72,16.353684210526318,1
13848,2,6,2080.0,346.6666666666667,363
13849,33,3,1931.35,16.22983193277311,227
13851,15,5,1955.0,33.13559322033898,299
13852,246,1,187.35000000000002,17.031818181818185,1
13854,1,15,4144.44,58.37239436619718,334
13855,136,4,1310.3400000000001,17.949863013698632,230
13856,99,8,753.53,18.83825,156
13857,29,6,1001.01,7.820390625,177
13859,165,1,314.7,39.3375,1
13861,65,2,273.26,13.012380952380951,101
13862,25,1,346.73,16.510952380952382,1
13863,101,3,933.77,18.6754,127
13864,22,1,662.4000000000001,662.4000000000001,1
13869,17,6,4913.22,9.200786516853933,309
13870,23,7,2941.14,23.342380952380953,282
13871,64,4,1482.6000000000001,22.463636363636365,290
13872,163,3,919.57,16.13280701754386,198
13873,19,5,649.32,17.54918918918919,262
13874,140,6,1508.7,29.58235294117647,168
13875,23,9,3027.58,18.238433734939758,335
13877,106,2,332.44,16.622,219
13878,183,3,1145.33,17.0944776119403,56
13879,281,1,395.5,15.82,1
13880,3,5,1171.89,18.31078125,194
13881,11,23,28019.58,100.42860215053764,270
13883,39,10,3885.54,22.330689655172414,327
13884,12,5,1037.43,8.43439024390244,93
13888,40,5,1405.92,10.650909090909092,170
13889,18,5,1574.3300000000002,23.151911764705886,303
13890,10,4,1043.57,16.564603174603175,358
13891,14,3,859.21,8.678888888888888,203
13892,113,2,634.68,70.52,97
13895,151,2,1415.45,20.81544117647059,220
13896,261,1,388.55,18.502380952380953,1
13897,74,2,849.5600000000001,20.22761904761905,238
13898,47,1,530.47,15.602058823529413,1
13900,25,3,869.64,16.723846153846154,235
13901,10,10,2809.14,17.44807453416149,329
13902,268,5,34095.26,541.1946031746032,92
13903,36,1,165.45000000000002,16.545,1
13905,368,1,312.65,26.054166666666664,1
13906,45,1,42.0,42.0,1
13907,327,1,136.8,34.2,1
13909,59,2,282.85,7.44342105263158,98
13911,15,11,1654.08,18.378666666666668,268
13912,59,1,124.95,17.85,1
13913,142,1,42.22,14.073333333333332,1
13915,30,1,70.80000000000001,35.400000000000006,1
13916,99,4,1275.81,17.240675675675675,211
13919,60,2,975.87,19.915714285714287,116
13920,67,4,1774.68,20.635813953488373,130
13921,38,4,730.7,16.606818181818184,319
13922,73,2,692.95,30.12826086956522,30
13927,73,1,359.27,17.9635,1
13929,52,9,2651.45,55.23854166666666,278
13931,28,9,4019.85,18.872535211267603,344
13935,232,3,6116.92,76.4615,55
13936,18,2,563.08,17.063030303030303,31
13937,38,1,721.28,16.028444444444442,1
13939,67,4,992.41,15.267846153846154,181
13941,8,11,6009.34,100.15566666666668,350
13942,170,1,320.0,320.0,1
13943,213,1,246.54000000000002,16.436,1
13944,289,1,200.43,5.726571428571429,1
13945,30,2,854.1500000000001,16.748039215686276,85
13946,12,3,1314.66,29.21466666666667,359
13948,47,3,446.76,21.274285714285714,324
13952,16,12,9572.45,35.19283088235294,343
13953,45,5,3125.0,625.0,319
13955,11,1,221.10999999999999,4.252115384615385,1
13957,53,3,458.25,16.97222222222222,240
13958,15,8,4709.2300000000005,20.745506607929517,354
13959,35,3,470.73,7.025820895522388,112
13961,28,1,538.4,28.336842105263155,1
13962,71,1,193.25,16.104166666666668,1
13963,3,14,2347.33,17.133795620437954,229
13964,23,2,438.9,18.287499999999998,43
13965,112,3,996.61,41.525416666666665,226
13966,71,1,384.26,18.298095238095236,1
13967,32,1,85.6,21.4,1
13968,59,1,123.66,15.4575,1
13969,1,18,4266.88,9.078468085106383,259
13970,22,2,846.55,65.11923076923077,51
13971,59,6,1909.31,18.012358490566037,258
13974,218,1,264.13,17.608666666666668,1
13975,29,6,2795.16,6.850882352941176,282
13976,142,3,834.38,18.13869565217391,161
13977,47,1,519.8100000000001,39.98538461538462,1
13979,29,6,2510.06,7.404306784660767,343
13980,75,4,568.68,10.936153846153845,216
13981,51,1,331.14,15.05181818181818,1
13982,1,6,2511.08,18.32905109489051,322
13983,2,10,4479.82,19.226695278969956,363
13984,2,8,1128.09,14.65051948051948,366
13985,10,7,2960.73,22.600992366412214,293
13987,15,2,682.54,14.837826086956522,21
13988,19,2,609.84,9.997377049180328,242
13989,100,3,759.98,16.888444444444445,99
13992,16,2,142.7,23.78333333333333,82
13993,15,10,3309.35,23.638214285714284,356
13995,15,9,2508.32,17.41888888888889,342
13996,22,2,895.76,27.144242424242425,13
13997,155,3,376.46,8.55590909090909,31
13998,82,3,566.7,18.280645161290323,129
13999,10,17,5600.45,21.70717054263566,359
14000,50,4,1410.68,41.49058823529412,323
14001,9,7,2487.01,34.06863013698631,120
14003,368,1,209.41,13.088125,1
14004,29,4,1675.81,23.940142857142856,42
14006,164,4,1234.48,26.265531914893618,124
14007,148,1,79.48,15.896,1
14008,68,1,509.04,15.9075,1
14009,98,1,404.29999999999995,12.634374999999999,1
14010,201,2,445.15,18.547916666666666,1
14011,116,2,457.82,14.306875,127
14013,16,2,611.55,17.98676470588235,243
14014,12,2,1443.03,39.00081081081081,200
14016,32,7,7062.2,24.60696864111498,304
14017,207,1,229.75,16.410714285714285,1
14018,281,1,367.15,28.24230769230769,1
14020,112,2,606.21,18.37,52
14021,10,4,1084.68,15.951176470588237,218
14022,122,1,352.15000000000003,18.534210526315793,1
14024,26,1,318.04,17.66888888888889,1
14025,100,8,4057.9,40.98888888888889,119
14026,106,2,713.11,14.2622,154
14028,186,3,10396.5,1155.1666666666667,1
14030,2,14,5839.46,9.588604269293924,362
14031,1,27,23632.72,44.75893939393939,371
14032,2,6,1874.68,18.56118811881188,358
14033,191,1,109.44,109.44,1
14035,42,4,1366.73,17.300379746835443,205
14037,114,4,689.75,8.020348837209303,254
14038,33,2,1509.5,21.8768115942029,276
14039,211,1,115.08000000000001,28.770000000000003,1
14040,22,23,8963.49,16.23820652173913,352
14042,361,1,431.98,20.570476190476192,1
14043,127,2,302.59999999999997,7.380487804878048,238
14044,54,6,2431.28,3.92141935483871,265
14045,9,13,9653.28,301.665,327
14047,8,10,2946.42,22.321363636363635,304
14048,18,2,338.76,6.049285714285714,1
14049,23,9,7444.68,12.769605488850772,229
14051,2,15,6784.01,55.6066393442623,370
14052,26,1,241.3,3.7123076923076925,1
14053,33,2,312.05,62.410000000000004,89
14055,213,2,795.3199999999999,34.579130434782606,145
14057,17,5,2135.0,13.018292682926829,354
14058,98,2,469.19,19.549583333333334,67
14060,2,13,3378.66,49.68617647058824,272
14061,143,3,917.4300000000001,48.28578947368421,230
14062,10,12,15120.800000000001,66.02969432314411,354
14063,74,9,22710.2,567.755,293
14064,66,10,1925.9,12.112578616352202,256
14065,25,3,891.02,18.18408163265306,42
14068,239,3,1250.8700000000001,14.891309523809525,74
14069,150,2,225.81,5.507560975609756,46
14070,320,1,321.6,7.843902439024391,1
14072,302,1,390.85,20.571052631578947,1
14074,259,1,219.4,36.56666666666667,1
14075,39,3,792.61,20.85815789473684,137
14077,31,1,115.66,8.26142857142857,1
14078,9,4,640.34,6.670208333333334,247
14079,318,1,243.63,243.63,1
14080,49,4,1070.08,13.545316455696202,323
14081,5,9,4369.47,5.726697247706422,359
14082,28,1,231.10999999999999,6.419722222222222,1
14083,7,3,373.3,5.332857142857143,350
14084,148,1,150.5,21.5,1
14085,4,16,5607.43,9.2076026272578,362
14086,98,1,39.95,39.95,1
14087,40,2,638.0,4.4,330
14088,42,3,13544.99,145.64505376344087,14
14091,290,2,9530.08,733.0830769230769,44
14092,10,10,3152.54,19.827295597484277,348
14094,75,1,311.77,7.250465116279069,1
14095,358,1,2.95,2.95,1
14097,117,2,422.86,10.5715,164
14099,11,9,2646.7400000000002,9.766568265682658,354
14101,24,7,3985.14,72.45709090909091,233
14104,25,3,527.3199999999999,4.625614035087719,170
14105,44,4,4722.6,23.03707317073171,312
14106,373,1,214.8,214.8,1
14107,84,4,2174.07,19.239557522123896,281
14108,367,2,447.05,24.836111111111112,6
14110,71,21,7304.8,29.937704918032786,303
14112,87,6,2919.44,17.58698795180723,202
14113,11,12,5252.1900000000005,59.683977272727276,356
14114,31,5,977.5600000000001,16.568813559322034,210
14115,137,2,622.67,28.303181818181816,165
14118,64,1,458.45,30.563333333333333,1
14119,11,2,183.37,16.67,342
14122,42,3,362.42,27.87846153846154,331
14123,369,1,436.18,18.174166666666668,1
14126,80,1,466.33000000000004,16.654642857142857,1
14127,16,3,1190.3700000000001,16.306438356164385,45
14128,187,1,286.71,15.089999999999998,1
14129,35,4,1467.48,25.745263157894737,179
14130,11,3,1377.86,8.947142857142856,353
14131,284,1,168.22,3.65695652173913,1
14133,369,1,305.5,38.1875,1
14134,18,15,11123.35,61.79638888888889,347
14135,3,11,4953.61,40.6033606557377,370
14136,36,5,1570.81,14.818962264150944,331
14137,331,1,332.7,30.245454545454546,1
14139,126,3,670.98,15.604186046511629,52
14142,9,2,671.34,15.257727272727273,273
14144,122,1,30.6,30.6,1
14145,95,3,3857.85,275.56071428571425,151
14146,19,7,5259.3,21.379268292682926,311
14147,24,7,2106.8,84.272,251
14148,50,1,309.09000000000003,22.077857142857145,1
14151,309,2,679.45,15.442045454545456,43
14152,23,5,1376.05,16.38154761904762,272
14153,119,1,233.39999999999998,13.729411764705882,1
14154,17,6,5115.08,21.312833333333334,314
14156,7,102,196549.74,74.28183673469387,366
14157,25,3,553.8000000000001,14.200000000000001,256
14159,15,9,3230.45,4.887216338880484,357
14160,246,7,8421.47,78.70532710280374,88
14161,5,5,2182.46,10.96713567839196,357
14163,98,1,148.71,24.785,1
14166,141,2,251.15,4.924509803921569,121
14167,100,4,711.7,10.94923076923077,217
14168,56,2,370.45,24.696666666666665,143
14169,66,2,621.51,9.71109375,13
14170,11,3,570.18,3.9322758620689653,19
14171,366,1,135.0,22.5,1
14172,241,3,369.02,8.386818181818182,37
14173,277,2,135.16,33.79,89
14175,54,5,4456.58,24.486703296703297,209
14176,3,2,339.11,22.607333333333333,13
14177,17,9,1660.23,10.123353658536585,270
14180,8,9,1570.73,25.74967213114754,175
14181,46,2,308.35,5.929807692307692,151
14182,79,4,678.77,13.5754,152
14183,47,2,278.34000000000003,8.186470588235295,69
14186,63,5,1550.63,14.909903846153847,217
14187,109,1,123.5,15.4375,1
14189,4,2,1160.31,22.751176470588234,20
14190,302,1,79.9,79.9,1
14191,30,2,132.9,22.150000000000002,334
14192,24,1,293.74,20.981428571428573,1
14193,32,1,356.8,16.21818181818182,1
14194,28,15,7321.070000000001,19.627533512064346,310
14195,75,4,1603.6,178.17777777777778,194
14197,46,1,390.05,19.5025,1
14198,36,5,868.33,16.698653846153846,303
14199,59,3,906.3,56.64375,106
14200,253,1,379.2,18.057142857142857,1
14201,45,3,446.1,24.783333333333335,179
14202,17,3,847.76,29.233103448275862,243
14203,33,1,339.34,21.20875,1
14204,58,3,874.22,4.829944751381215,315
14205,30,7,1947.5,19.671717171717173,248
14206,24,2,856.85,16.800980392156863,14
14207,323,1,157.8,78.9,1
14208,187,1,415.31,16.6124,1
14209,21,9,2919.84,20.276666666666667,301
14210,7,11,3955.6800000000003,17.42590308370044,331
14211,47,9,2161.19,16.884296875,319
14212,81,1,1119.66,93.305,1
14213,40,1,1192.2,238.44,1
14215,4,4,1626.6100000000001,19.364404761904762,363
14216,50,1,310.74,17.263333333333335,1
14217,2,7,1411.91,17.43098765432099,161
14219,45,2,543.89,15.108055555555556,83
14220,203,2,882.5999999999999,51.917647058823526,2
14221,85,8,3084.69,20.030454545454546,163
