customer_id,recency,frequency,monetary,avg_order_value,tenure_days,R_score,F_score,M_score,RFM_score,RFM_sum,RFM_segment
13367,67,1,510.2,25.51,1,3,1,3,313,7,Potential Loyalists
13368,50,2,498.1,21.65652173913044,8,3,2,2,322,7,Potential Loyalists
13369,1,1,308.28000000000003,22.020000000000003,1,5,1,2,512,8,New Customers
13370,7,1,754.87,19.355641025641027,1,5,1,3,513,9,New Customers
13371,141,2,2297.66,24.9745652173913,127,2,2,5,225,9,Potential Loyalists
13373,51,3,4274.94,21.3747,317,3,3,5,335,11,Loyal Customers
13374,50,2,422.8,24.87058823529412,34,3,2,2,322,7,Potential Loyalists
13375,80,1,1013.58,29.81117647058824,1,2,1,4,214,7,Potential Loyalists
13377,32,2,1552.88,19.90871794871795,249,4,2,4,424,10,Loyal Customers
13380,68,1,62.4,20.8,1,3,1,1,311,5,Lost Customers
13381,15,6,4585.06,24.91880434782609,358,5,4,5,545,14,Champions
13382,64,4,1164.59,16.40267605633803,302,3,4,4,344,11,Loyal Customers
13383,179,1,305.28000000000003,305.28000000000003,1,1,1,2,112,4,Lost Customers
13384,26,4,2528.9,22.579464285714288,110,4,4,5,445,13,Champions
13386,50,2,835.46,26.950322580645164,22,3,2,3,323,8,Potential Loyalists
13387,53,1,186.94,2.632957746478873,1,3,1,1,311,5,Lost Customers
13388,239,1,508.55,14.95735294117647,1,1,1,3,113,5,Lost Customers
13392,313,1,91.14,11.3925,1,1,1,1,111,3,Lost Customers
13393,219,4,1131.45,16.397826086956524,148,1,4,4,144,9,At Risk
13394,15,11,4101.68,16.148346456692913,359,5,5,5,555,15,Champions
13395,36,2,872.51,14.541833333333331,21,4,2,3,423,9,New Customers
13397,73,5,1647.74,32.3086274509804,251,2,4,4,244,10,Loyal Customers
13398,84,1,213.0,16.384615384615383,1,2,1,1,211,4,Lost Customers
13399,100,3,275.4,18.36,54,2,3,2,232,7,Potential Loyalists
13400,218,1,310.83,13.514347826086956,1,1,1,2,112,4,Lost Customers
13402,8,3,913.9,16.03333333333333,192,5,3,3,533,11,Loyal Customers
13403,23,2,154.5,25.75,335,4,2,1,421,7,New Customers
13405,117,3,641.36,40.085,242,2,3,3,233,8,Potential Loyalists
13406,63,2,568.92,63.21333333333333,204,3,2,3,323,8,Potential Loyalists
13407,214,3,2244.7,26.408235294117645,83,1,3,5,135,9,Potential Loyalists
13408,7,46,23616.422,65.23873480662984,364,5,5,5,555,15,Champions
13410,29,4,1198.9,54.49545454545455,338,4,4,4,444,12,Loyal Customers
13412,256,1,487.35,14.333823529411765,1,1,1,2,112,4,Lost Customers
13413,275,6,429.44,9.986976744186046,47,1,4,2,142,7,At Risk
13414,99,3,1103.64,35.601290322580645,139,2,3,4,234,9,Potential Loyalists
13415,108,4,784.17,7.764059405940594,255,2,4,3,243,9,At Risk
13416,372,1,228.3,32.614285714285714,1,1,1,1,111,3,Lost Customers
13417,183,4,1028.66,20.9930612244898,121,1,4,4,144,9,At Risk
13418,8,15,6055.47,23.6541796875,355,5,5,5,555,15,Champions
13421,42,6,2225.04,13.650552147239264,257,3,4,5,345,12,Loyal Customers
13423,64,1,217.03,18.085833333333333,1,3,1,1,311,5,Lost Customers
13424,85,1,572.77,14.31925,1,2,1,3,213,6,Lost Customers
13425,144,2,1766.22,17.84060606060606,70,2,2,4,224,8,Potential Loyalists
13426,18,12,4526.06,24.333655913978497,347,4,5,5,455,14,Champions
13427,113,3,423.93,18.43173913043478,244,2,3,2,232,7,Potential Loyalists
13428,150,2,276.76,4.130746268656717,1,2,2,2,222,6,Lost Customers
13431,42,6,2047.14,24.66433734939759,253,3,4,4,344,11,Loyal Customers
13432,207,2,439.1,3.955855855855856,40,1,2,2,122,5,Lost Customers
13433,137,4,658.32,27.430000000000003,195,2,4,3,243,9,At Risk
13434,21,3,1132.62,45.30480000000001,270,4,3,4,434,11,Loyal Customers
13435,12,2,637.44,13.28,123,5,2,3,523,10,Loyal Customers
13438,183,1,46.5,46.5,1,1,1,1,111,3,Lost Customers
13439,24,2,702.9,6.220353982300884,138,4,2,3,423,9,New Customers
13440,59,7,1295.25,21.953389830508478,28,3,5,4,354,12,Loyal Customers
13441,67,1,424.26,16.970399999999998,1,3,1,2,312,6,Lost Customers
13442,303,3,419.87,11.04921052631579,70,1,3,2,132,6,Lost Customers
13443,84,6,1273.16,6.3658,228,2,4,4,244,10,Loyal Customers
13444,10,2,619.08,10.861052631578948,131,5,2,3,523,10,Loyal Customers
13445,262,1,241.9,34.55714285714286,1,1,1,1,111,3,Lost Customers
13446,66,11,3881.89,20.21817708333333,233,3,5,5,355,13,Champions
13448,9,9,5655.2,15.840896358543416,359,5,5,5,555,15,Champions
13450,10,7,2076.32,27.320000000000004,228,5,5,4,554,14,Champions
13451,17,6,4191.8,7.116808149405773,246,4,4,5,445,13,Champions
13452,108,1,139.8,139.8,1,2,1,1,211,4,Lost Customers
13453,38,1,424.71,18.465652173913043,1,3,1,2,312,6,Lost Customers
13454,277,1,219.87,9.559565217391304,1,1,1,1,111,3,Lost Customers
13455,2,5,1847.59,18.85295918367347,364,5,4,4,544,13,Champions
13457,324,2,148.22,16.468888888888888,48,1,2,1,121,4,Lost Customers
13458,15,2,2312.7000000000003,22.45339805825243,9,5,2,5,525,12,Loyal Customers
13459,260,2,1160.41,15.896027397260276,57,1,2,4,124,7,Potential Loyalists
13461,43,3,2715.0,77.57142857142857,190,3,3,5,335,11,Loyal Customers
13462,46,4,1002.35,16.16693548387097,315,3,4,4,344,11,Loyal Customers
13464,30,5,2422.96,22.02690909090909,223,4,4,5,445,13,Champions
13465,82,2,931.12,27.385882352941177,139,2,2,3,223,7,Potential Loyalists
13466,44,4,705.45,18.56447368421053,219,3,4,3,343,10,Loyal Customers
13468,4,38,7670.54,18.048329411764705,368,5,5,5,555,15,Champions
13469,289,1,82.4,13.733333333333334,1,1,1,1,111,3,Lost Customers
13472,99,2,592.24,21.15142857142857,91,2,2,3,223,7,Potential Loyalists
13473,210,6,2235.12,45.61469387755102,149,1,4,5,145,10,Loyal Customers
13474,79,2,419.75,6.55859375,51,2,2,2,222,6,Lost Customers
13476,42,3,823.0,17.145833333333332,237,3,3,3,333,9,Potential Loyalists
13477,91,5,1364.59,17.494743589743592,227,2,4,4,244,10,Loyal Customers
13478,105,5,2215.78,17.72624,207,2,4,5,245,11,Loyal Customers
13479,88,2,550.42,14.484736842105262,24,2,2,3,223,7,Potential Loyalists
13480,52,2,627.82,15.31268292682927,262,3,2,3,323,8,Potential Loyalists
13481,10,6,2026.28,17.61982608695652,360,5,4,4,544,13,Champions
13482,263,1,151.45,16.827777777777776,1,1,1,1,111,3,Lost Customers
13484,19,2,476.92,15.384516129032258,256,4,2,2,422,8,New Customers
13485,12,10,2564.98,18.99985185185185,359,5,5,5,555,15,Champions
13487,141,2,271.47,18.098000000000003,229,2,2,2,222,6,Lost Customers
13488,3,11,6619.57,21.9191059602649,316,5,5,5,555,15,Champions
13490,290,1,154.25,19.28125,1,1,1,1,111,3,Lost Customers
13491,8,18,3350.74,18.410659340659343,360,5,5,5,555,15,Champions
13495,4,6,3329.39,33.63020202020202,364,5,4,5,545,14,Champions
13497,4,5,972.28,20.25583333333333,301,5,4,3,543,12,Loyal Customers
13498,366,1,327.38,19.25764705882353,1,1,1,2,112,4,Lost Customers
13500,37,1,299.53,14.976499999999998,1,3,1,2,312,6,Lost Customers
13501,122,2,1544.79,24.91596774193548,83,2,2,4,224,8,Potential Loyalists
13502,51,2,488.5,32.56666666666667,132,3,2,2,322,7,Potential Loyalists
13503,115,5,1642.39,9.548779069767445,181,2,4,4,244,10,Loyal Customers
13506,5,4,1180.68,16.398333333333333,90,5,4,4,544,13,Champions
13508,278,1,176.07999999999998,11.005,1,1,1,1,111,3,Lost Customers
13509,143,1,135.0,27.0,1,2,1,1,211,4,Lost Customers
13510,11,7,2766.73,15.900747126436782,343,5,5,5,555,15,Champions
13511,312,1,282.76,56.552,1,1,1,2,112,4,Lost Customers
13512,23,3,462.18,19.2575,196,4,3,2,432,9,Potential Loyalists
13513,77,2,619.49,20.64966666666667,213,2,2,3,223,7,Potential Loyalists
13514,64,3,663.7,39.04117647058824,253,3,3,3,333,9,Potential Loyalists
13515,85,2,374.7,22.041176470588237,195,2,2,2,222,6,Lost Customers
13516,53,1,295.85,17.40294117647059,1,3,1,2,312,6,Lost Customers
13519,78,1,220.46,20.041818181818183,1,2,1,1,211,4,Lost Customers
13520,7,6,3285.05,29.33080357142857,350,5,4,5,545,14,Champions
13523,2,2,1136.64,19.265084745762717,35,5,2,4,524,11,Loyal Customers
13526,374,2,1182.0,26.863636363636363,1,1,2,4,124,7,Potential Loyalists
13527,54,5,2298.93,10.17225663716814,269,3,4,5,345,12,Loyal Customers
13530,270,1,402.98,22.387777777777774,1,1,1,2,112,4,Lost Customers
13531,2,5,1254.72,18.451764705882358,369,5,4,4,544,13,Champions
13534,15,10,1850.82,19.279375,141,5,5,4,554,14,Champions
13535,38,1,89.5,89.5,1,3,1,1,311,5,Lost Customers
13537,61,2,717.85,17.09166666666667,26,3,2,3,323,8,Potential Loyalists
13538,32,5,1822.28,15.575042735042734,279,4,4,4,444,12,Loyal Customers
13539,56,4,938.02,19.143265306122448,169,3,4,3,343,10,Loyal Customers
13540,103,3,632.39,19.7621875,188,2,3,3,233,8,Potential Loyalists
13541,63,2,785.25,78.525,143,3,2,3,323,8,Potential Loyalists
13542,12,17,3959.49,11.962205438066466,352,5,5,5,555,15,Champions
13543,270,2,1439.61,30.63,52,1,2,4,124,7,Potential Loyalists
13544,47,4,514.14,3.213375,232,3,4,3,343,10,Loyal Customers
13545,26,2,364.93,6.757962962962963,153,4,2,2,422,8,New Customers
13546,18,2,465.15,8.457272727272727,42,4,2,2,422,8,New Customers
13547,44,1,167.08,3.797272727272728,1,3,1,1,311,5,Lost Customers
13548,107,1,223.28,3.660327868852459,1,2,1,1,211,4,Lost Customers
13549,23,1,87.6,10.95,1,4,1,1,411,6,New Customers
13550,19,1,342.55,8.155952380952382,1,4,1,2,412,7,New Customers
13551,302,1,152.39999999999998,152.39999999999998,1,1,1,1,111,3,Lost Customers
13552,64,10,3208.85,32.743367346938776,229,3,5,5,355,13,Champions
13553,310,1,499.6,5.613483146067416,1,1,1,3,113,5,Lost Customers
13554,16,7,1629.35,8.313010204081632,66,4,5,4,454,13,Champions
13555,14,9,4792.96,18.293740458015268,310,5,5,5,555,15,Champions
13556,65,2,200.82,22.313333333333333,6,3,2,1,321,6,Lost Customers
13557,51,11,2448.2,16.76849315068493,315,3,5,5,355,13,Champions
13559,148,2,990.0,495.0,30,2,2,4,224,8,Potential Loyalists
13561,33,10,1661.54,7.728093023255814,252,4,5,4,454,13,Champions
13562,37,5,3038.85,26.65657894736842,292,3,4,5,345,12,Loyal Customers
13564,4,35,15310.35,13.209965487489216,369,5,5,5,555,15,Champions
13565,47,1,174.57999999999998,7.935454545454545,1,3,1,1,311,5,Lost Customers
13566,70,3,831.76,4.222131979695432,205,3,3,3,333,9,Potential Loyalists
13567,64,4,1079.29,5.369601990049751,113,3,4,4,344,11,Loyal Customers
13569,3,3,497.74,4.046666666666667,60,5,3,2,532,10,Loyal Customers
13571,18,14,2448.32,7.352312312312312,349,4,5,5,455,14,Champions
13573,15,4,614.27,9.907580645161293,257,5,4,3,543,12,Loyal Customers
13574,47,1,404.45,4.444505494505495,1,3,1,2,312,6,Lost Customers
13576,9,11,4834.4,31.59738562091503,358,5,5,5,555,15,Champions
13577,18,7,1801.68,21.19623529411765,342,4,5,4,454,13,Champions
13578,45,1,147.66,16.406666666666666,1,3,1,1,311,5,Lost Customers
13579,5,4,1072.0,16.0,290,5,4,4,544,13,Champions
13580,42,1,107.75,21.55,1,3,1,1,311,5,Lost Customers
13581,50,1,162.53,7.066521739130435,1,3,1,1,311,5,Lost Customers
13582,25,2,241.68,21.97090909090909,227,4,2,1,421,7,New Customers
13583,315,1,664.001,15.441883720930232,1,1,1,3,113,5,Lost Customers
13584,134,2,243.3,4.3446428571428575,177,2,2,1,221,5,Lost Customers
13585,166,3,684.54,17.552307692307693,207,2,3,3,233,8,Potential Loyalists
13586,177,1,127.28,6.364,1,1,1,1,111,3,Lost Customers
13587,85,3,961.1,43.68636363636364,214,2,3,3,233,8,Potential Loyalists
13589,85,4,741.09,23.906129032258065,284,2,4,3,243,9,At Risk
13590,11,12,4354.12,13.649278996865204,362,5,5,5,555,15,Champions
13591,71,4,976.81,22.71651162790697,289,2,4,3,243,9,At Risk
13593,23,9,3481.4100000000003,12.389359430604983,259,4,5,5,455,14,Champions
13594,121,1,136.35000000000002,19.47857142857143,1,2,1,1,211,4,Lost Customers
13595,152,3,784.48,5.485874125874126,129,2,3,3,233,8,Potential Loyalists
13597,36,2,396.71,23.335882352941177,2,4,2,2,422,8,New Customers
13598,131,4,601.92,10.56,156,2,4,3,243,9,At Risk
13599,2,14,5013.96,30.76049079754601,371,5,5,5,555,15,Champions
13600,270,1,298.9,13.586363636363636,1,1,1,2,112,4,Lost Customers
13601,28,2,466.67,5.426395348837209,154,4,2,2,422,8,New Customers
13602,17,3,596.28,17.036571428571428,179,4,3,3,433,10,Loyal Customers
13604,294,1,717.62,34.172380952380955,1,1,1,3,113,5,Lost Customers
13605,23,2,522.67,9.861698113207549,184,4,2,3,423,9,New Customers
13607,38,1,400.3,16.679166666666667,1,3,1,2,312,6,Lost Customers
13608,176,1,232.05,6.825,1,1,1,1,111,3,Lost Customers
13609,229,1,167.35,23.90714285714285,1,1,1,1,111,3,Lost Customers
13610,23,7,1021.38,5.550978260869565,316,4,5,4,454,13,Champions
13611,10,7,2143.53,13.919025974025976,362,5,5,5,555,15,Champions
13612,268,1,818.29,16.3658,1,1,1,3,113,5,Lost Customers
13613,88,5,1039.85,17.62457627118644,207,2,4,4,244,10,Loyal Customers
13614,29,2,747.28,10.830144927536232,157,4,2,3,423,9,New Customers
13615,35,7,5854.84,17.019883720930235,280,4,5,5,455,14,Champions
13616,204,2,283.85,8.110000000000001,122,1,2,2,122,5,Lost Customers
13617,44,5,734.57,11.659841269841271,86,3,4,3,343,10,Loyal Customers
13619,180,2,224.94,4.998666666666667,129,1,2,1,121,4,Lost Customers
13620,164,1,112.34,22.468,1,2,1,1,211,4,Lost Customers
13622,332,1,658.95,20.5921875,1,1,1,3,113,5,Lost Customers
13623,16,5,1805.32,8.76368932038835,356,4,4,4,444,12,Loyal Customers
13624,24,1,462.08,21.003636363636364,1,4,1,2,412,7,New Customers
13625,232,1,301.26,14.345714285714283,1,1,1,2,112,4,Lost Customers
13626,15,1,449.81,17.9924,1,5,1,2,512,8,New Customers
13627,124,2,607.43,16.417027027027025,152,2,2,3,223,7,Potential Loyalists
13628,312,1,310.14,19.38375,1,1,1,2,112,4,Lost Customers
13629,49,8,5578.5,199.2321428571429,252,3,5,5,355,13,Champions
13632,30,3,1526.88,20.358400000000003,217,4,3,4,434,11,Loyal Customers
13634,10,11,3486.41,13.40926923076923,323,5,5,5,555,15,Champions
13635,78,3,1928.13,19.2813,296,2,3,4,234,9,Potential Loyalists
13639,72,1,312.93,16.47,1,2,1,2,212,5,Lost Customers
13640,247,1,405.0,101.25,1,1,1,2,112,4,Lost Customers
13641,276,5,1016.47,23.10159090909091,93,1,4,4,144,9,At Risk
13642,68,3,159.92,3.3316666666666666,1,3,3,1,331,7,Potential Loyalists
13643,18,7,1637.33,22.12608108108108,349,4,5,4,454,13,Champions
13646,35,2,326.25,5.625,1,4,2,2,422,8,New Customers
13647,130,4,1393.56,22.845245901639345,108,2,4,4,244,10,Loyal Customers
13648,36,8,1764.02,16.641698113207546,337,4,5,4,454,13,Champions
13649,2,5,1304.88,13.048800000000002,160,5,4,4,544,13,Champions
13650,10,4,1451.66,19.100789473684213,308,5,4,4,544,13,Champions
13651,17,1,132.65,16.58125,1,4,1,1,411,6,New Customers
13652,4,3,1475.77,15.372604166666669,283,5,3,4,534,12,Loyal Customers
13653,123,1,152.2,16.91111111111111,1,2,1,1,211,4,Lost Customers
13654,16,5,3600.67,22.09,357,4,4,5,445,13,Champions
13655,10,4,1347.54,21.38952380952381,216,5,4,4,544,13,Champions
13656,135,2,699.2,18.4,95,2,2,3,223,7,Potential Loyalists
13658,19,4,3386.33,26.25062015503876,289,4,4,5,445,13,Champions
13659,52,10,3321.68,19.42502923976608,244,3,5,5,355,13,Champions
13660,36,1,306.64,7.665999999999999,1,4,1,2,412,7,New Customers
13661,239,1,325.24,19.131764705882357,1,1,1,2,112,4,Lost Customers
13662,21,8,1352.35,16.09940476190476,272,4,5,4,454,13,Champions
13663,16,4,1858.04,21.605116279069765,266,4,4,4,444,12,Loyal Customers
13665,22,3,1711.66,16.147735849056605,117,4,3,4,434,11,Loyal Customers
13666,56,2,43.25,6.178571428571429,315,3,2,1,321,6,Lost Customers
13668,19,14,6638.650000000001,22.65750853242321,344,4,5,5,455,14,Champions
13669,43,1,195.0,39.0,1,3,1,1,311,5,Lost Customers
13671,30,1,172.6,2.696875,1,4,1,1,411,6,New Customers
13672,366,1,233.53,19.460833333333333,1,1,1,1,111,3,Lost Customers
13674,68,1,240.68,17.19142857142857,1,3,1,1,311,5,Lost Customers
13676,175,2,243.9,18.76153846153846,80,2,2,1,221,5,Lost Customers
13677,40,2,551.24,5.200377358490566,115,3,2,3,323,8,Potential Loyalists
13679,129,3,281.26,5.6252,241,2,3,2,232,7,Potential Loyalists
13680,107,8,7700.55,17.03661504424779,263,2,5,5,255,12,Loyal Customers
13683,93,1,258.6,25.860000000000003,1,2,1,2,212,5,Lost Customers
13684,26,3,529.75,6.705696202531645,230,4,3,3,433,10,Loyal Customers
13686,16,2,337.04,12.963076923076924,21,4,2,2,422,8,New Customers
13687,74,1,11880.84,264.01866666666666,1,2,1,5,215,8,Potential Loyalists
13688,271,1,375.5,75.1,1,1,1,2,112,4,Lost Customers
13689,80,1,349.5,116.5,1,2,1,2,212,5,Lost Customers
13691,32,1,212.78,3.9403703703703705,1,4,1,1,411,6,New Customers
13692,44,2,1626.08,37.81581395348837,11,3,2,4,324,9,Potential Loyalists
13693,10,9,2011.82,18.979433962264157,358,5,5,4,554,14,Champions
13694,9,94,131443.19,137.34920585161964,361,5,5,5,555,15,Champions
13695,213,1,266.6,44.43333333333334,1,1,1,2,112,4,Lost Customers
13696,57,3,2020.4,84.18333333333334,244,3,3,4,334,10,Loyal Customers
13698,232,2,451.73,11.887631578947367,85,1,2,2,122,5,Lost Customers
13699,186,1,455.57,19.807391304347824,1,1,1,2,112,4,Lost Customers
13700,53,3,348.34,7.572608695652173,253,3,3,2,332,8,Potential Loyalists
13701,82,1,161.0,17.88888888888889,1,2,1,1,211,4,Lost Customers
13702,81,1,135.18,27.036,1,2,1,1,211,4,Lost Customers
13703,51,1,326.06,9.057222222222222,1,3,1,2,312,6,Lost Customers
13705,9,5,1323.47,23.63339285714286,250,5,4,4,544,13,Champions
13706,262,1,300.38,16.68777777777778,1,1,1,2,112,4,Lost Customers
13707,65,3,2559.45,23.920093457943924,106,3,3,5,335,11,Loyal Customers
13709,82,5,1263.7,17.55138888888889,251,2,4,4,244,10,Loyal Customers
13710,59,2,329.04,47.00571428571429,188,3,2,2,322,7,Potential Loyalists
13711,42,7,1540.2,19.49620253164557,317,3,5,4,354,12,Loyal Customers
13712,246,1,537.58,23.373043478260872,1,1,1,3,113,5,Lost Customers
13713,44,3,740.76,9.2595,174,3,3,3,333,9,Potential Loyalists
13714,101,1,161.35,5.378333333333333,1,2,1,1,211,4,Lost Customers
13715,8,13,7348.3,17.371867612293144,265,5,5,5,555,15,Champions
13717,93,2,318.29,14.467727272727274,28,2,2,2,222,6,Lost Customers
13719,29,6,1741.4,9.26276595744681,177,4,4,4,444,12,Loyal Customers
13721,31,1,217.4,15.528571428571428,1,4,1,1,411,6,New Customers
13722,56,7,3260.0,31.346153846153847,225,3,5,5,355,13,Champions
13723,28,5,994.23,19.11980769230769,219,4,4,4,444,12,Loyal Customers
13724,273,1,213.01,5.071666666666666,1,1,1,1,111,3,Lost Customers
13727,247,6,740.6700000000001,11.756666666666668,118,1,4,3,143,8,At Risk
13728,23,10,1839.03,18.208217821782178,342,4,5,4,454,13,Champions
13729,71,3,724.73,18.582820512820515,248,2,3,3,233,8,Potential Loyalists
13733,46,2,487.03,16.794137931034484,324,3,2,2,322,7,Potential Loyalists
13734,144,4,6695.6900000000005,247.98851851851853,94,2,4,5,245,11,Loyal Customers
13735,12,9,6879.2300000000005,15.21953539823009,350,5,5,5,555,15,Champions
13736,61,5,2022.67,5.556785714285715,307,3,4,4,344,11,Loyal Customers
13738,32,1,434.78,4.885168539325843,1,4,1,2,412,7,New Customers
13739,163,1,75.3,25.1,1,2,1,1,211,4,Lost Customers
13740,51,4,1232.02,17.35239436619718,322,3,4,4,344,11,Loyal Customers
13745,182,1,477.32,15.397419354838709,1,1,1,2,112,4,Lost Customers
13746,49,1,176.69,19.63222222222222,1,3,1,1,311,5,Lost Customers
13747,9,2,169.8,33.96,51,5,2,1,521,8,New Customers
13748,9,5,1320.1,42.58387096774193,364,5,4,4,544,13,Champions
13750,16,6,1954.92,38.33176470588236,236,4,4,4,444,12,Loyal Customers
13752,163,1,404.4500000000001,21.28684210526316,1,2,1,2,212,5,Lost Customers
13753,234,3,1353.31,30.073555555555554,138,1,3,4,134,8,Potential Loyalists
13754,73,1,164.45,18.272222222222226,1,2,1,1,211,4,Lost Customers
13756,3,10,3999.230000000001,19.700640394088676,356,5,5,5,555,15,Champions
13757,310,1,195.55,24.44375,1,1,1,1,111,3,Lost Customers
13758,2,10,6226.43,32.42932291666667,372,5,5,5,555,15,Champions
13760,40,3,1076.85,17.368548387096773,189,3,3,4,334,10,Loyal Customers
13761,138,4,881.52,16.95230769230769,154,2,4,3,243,9,At Risk
13762,229,4,2165.76,77.34857142857143,105,1,4,5,145,10,Loyal Customers
13763,53,2,3502.48,100.07085714285716,17,3,2,5,325,10,Loyal Customers
13764,205,3,1400.2,8.590184049079754,73,1,3,4,134,8,Potential Loyalists
13765,289,1,352.821,20.75417647058824,1,1,1,2,112,4,Lost Customers
13766,131,1,190.35,11.197058823529412,1,2,1,1,211,4,Lost Customers
13767,5,39,18320.17,42.904379391100704,369,5,5,5,555,15,Champions
13768,362,2,875.97,26.544545454545457,4,1,2,3,123,6,Lost Customers
13769,3,11,3003.9100000000003,20.02606666666667,356,5,5,5,555,15,Champions
13770,58,4,785.37,16.361875,308,3,4,3,343,10,Loyal Customers
13771,169,5,3094.37,31.90072164948453,119,2,4,5,245,11,Loyal Customers
13772,36,5,1977.39,5.018756345177665,253,3,4,4,344,11,Loyal Customers
13773,32,2,301.54,15.870526315789474,263,4,2,2,422,8,New Customers
13775,226,1,1049.66,16.661269841269842,1,1,1,4,114,6,Lost Customers
13776,64,2,623.98,311.99,1,3,2,3,323,8,Potential Loyalists
13777,2,37,30501.26,157.22298969072165,371,5,5,5,555,15,Champions
13778,127,3,945.79,27.02257142857143,74,2,3,3,233,8,Potential Loyalists
13779,151,1,161.13,5.967777777777777,1,2,1,1,211,4,Lost Customers
13780,43,1,372.06,9.074634146341465,1,3,1,2,312,6,Lost Customers
13781,228,2,650.99,16.27475,128,1,2,3,123,6,Lost Customers
13782,89,7,877.22,7.01776,279,2,5,3,253,10,Loyal Customers
13783,123,4,1542.09,154.209,185,2,4,4,244,10,Loyal Customers
13784,70,3,447.44,37.28666666666667,15,3,3,2,332,8,Potential Loyalists
13785,64,4,542.49,18.083,31,3,4,3,343,10,Loyal Customers
13786,3,6,3127.99,26.96543103448276,368,5,4,5,545,14,Champions
13787,94,4,913.46,16.608363636363638,236,2,4,3,243,9,At Risk
13788,141,1,3.75,3.75,1,2,1,1,211,4,Lost Customers
13789,24,1,239.46,13.303333333333336,1,4,1,1,411,6,New Customers
13792,58,1,188.4,18.84,1,3,1,1,311,5,Lost Customers
13793,282,1,96.0,13.714285714285714,1,1,1,1,111,3,Lost Customers
13794,182,1,126.03,14.003333333333334,1,1,1,1,111,3,Lost Customers
13795,24,4,836.3,28.83793103448276,249,4,4,3,443,11,Loyal Customers
13796,135,1,289.7,13.168181818181818,1,2,1,2,212,5,Lost Customers
13797,72,3,1179.45,15.121153846153849,210,2,3,4,234,9,Potential Loyalists
13798,8,54,38683.02,103.70782841823056,359,5,5,5,555,15,Champions
13799,80,7,2114.71,31.56283582089552,199,2,5,4,254,11,Loyal Customers
13800,66,2,1121.24,28.031,306,3,2,4,324,9,Potential Loyalists
13802,10,16,21659.69,55.82394329896907,287,5,5,5,555,15,Champions
13803,67,2,1061.84,17.407213114754096,187,3,2,4,324,9,Potential Loyalists
13804,71,2,572.73,17.8978125,1,2,2,3,223,7,Potential Loyalists
13807,3,3,422.2,16.887999999999998,368,5,3,2,532,10,Loyal Customers
13809,30,2,524.65,40.357692307692304,65,4,2,3,423,9,New Customers
13813,163,4,1398.61,18.900135135135137,205,2,4,4,244,10,Loyal Customers
13814,163,1,678.2,30.827272727272728,1,2,1,3,213,6,Lost Customers
13815,42,4,3448.38,19.157666666666668,259,3,4,5,345,12,Loyal Customers
13818,65,1,61.28,12.256,1,3,1,1,311,5,Lost Customers
13819,305,3,1502.0,23.107692307692307,68,1,3,4,134,8,Potential Loyalists
13820,54,3,652.75,7.334269662921348,262,3,3,3,333,9,Potential Loyalists
13821,29,4,993.44,6.851310344827587,310,4,4,4,444,12,Loyal Customers
13823,16,5,2445.79,19.88447154471545,343,4,4,5,445,13,Champions
13824,15,7,1615.82,29.92259259259259,258,5,5,4,554,14,Champions
13825,257,2,255.59,6.38975,108,1,2,2,122,5,Lost Customers
13829,57,1,102.0,102.0,1,3,1,1,311,5,Lost Customers
13830,217,1,156.85000000000002,14.259090909090911,1,1,1,1,111,3,Lost Customers
13831,5,13,4795.09,42.81330357142857,359,5,5,5,555,15,Champions
13832,58,1,557.69,10.724807692307694,1,3,1,3,313,7,Potential Loyalists
13833,40,1,316.56,19.785,1,3,1,2,312,6,Lost Customers
13834,212,2,324.19,20.261875,92,1,2,2,122,5,Lost Customers
13835,155,3,260.7,16.29375,126,2,3,2,232,7,Potential Loyalists
13836,35,2,620.37,20.011935483870968,15,4,2,3,423,9,New Customers
13838,5,7,1245.91,4.3411498257839725,209,5,5,4,554,14,Champions
13839,122,1,139.95000000000002,19.992857142857144,1,2,1,1,211,4,Lost Customers
13840,52,1,651.4,16.285,1,3,1,3,313,7,Potential Loyalists
13842,2,10,2244.29,15.062348993288593,294,5,5,5,555,15,Champions
13843,17,1,319.75,17.76388888888889,1,4,1,2,412,7,New Customers
13846,35,1,442.73,17.028076923076924,1,4,1,2,412,7,New Customers
13847,355,1,310.72,16.353684210526318,1,1,1,2,112,4,Lost Customers
13848,2,6,2080.0,346.6666666666667,363,5,4,4,544,13,Champions
13849,33,3,1931.35,16.22983193277311,227,4,3,4,434,11,Loyal Customers
13851,15,5,1955.0,33.13559322033898,299,5,4,4,544,13,Champions
13852,246,1,187.35,17.031818181818185,1,1,1,1,111,3,Lost Customers
13854,1,15,4144.44,58.37239436619718,334,5,5,5,555,15,Champions
13855,136,4,1310.34,17.949863013698632,230,2,4,4,244,10,Loyal Customers
13856,99,8,753.53,18.83825,156,2,5,3,253,10,Loyal Customers
13857,29,6,1001.01,7.820390625,177,4,4,4,444,12,Loyal Customers
13859,165,1,314.7,39.3375,1,2,1,2,212,5,Lost Customers
13861,65,2,273.26,13.012380952380951,101,3,2,2,322,7,Potential Loyalists
13862,25,1,346.73,16.510952380952382,1,4,1,2,412,7,New Customers
13863,101,3,933.77,18.6754,127,2,3,3,233,8,Potential Loyalists
13864,22,1,662.4000000000001,662.4000000000001,1,4,1,3,413,8,New Customers
13869,17,6,4913.22,9.200786516853931,309,4,4,5,445,13,Champions
